txn_ref,recorded_at,internal_state,discount_label,internal_revenue
1091a0323ecb6b5c2a56a680,2024-05-20 04:56:16.178000,COMPLETE,,23.08453195
9202b5060b78e42c29513011,2024-05-21 05:22:16.284000,COMPLETE,,5.07306188
b4f97d7a9dab9882c4db4cfc,2024-05-21 07:40:12.601000,COMPLETE,,30.36315459
25e513c28702196bb88c269b,2024-05-21 20:35:58.464000,COMPLETE,,2.01778131
cfd96110fb3bd246db1b96dd,2024-05-22 19:55:20.229000,COMPLETE,,22.56087466
768f1b5c7c80bf25794d099a,2024-05-22 20:09:00.433000,COMPLETE,,5.45985819
ebef29a47e84c2028032c02d,2024-05-22 22:18:04.282000,COMPLETE,,5.62803349
bd316d89c155855430e328b7,2024-05-23 05:01:13.492000,COMPLETE,,2.48796265
bdf37b75973e9ac4c4cb5be0,2024-05-25 20:57:38.599000,COMPLETE,,2.46677433
8946390ead673231a0ea8f6c,2024-05-26 00:05:15.778000,COMPLETE,,4.37334096
993081053830b237ba338e42,2024-05-26 02:51:53.655000,COMPLETE,,27.69942241
33ba7ae64bda01594cda6987,2024-05-27 05:33:07.298000,COMPLETE,,5.5594459
afdadd5f22a049020143e736,2024-05-28 00:37:27.948000,COMPLETE,,1.74450995
86dd31737f458275421fe5a8,2024-05-28 13:00:06.384000,COMPLETE,,5.65451248
d5ae94f336eac7a131d35450,2024-05-28 20:20:45.669000,COMPLETE,,5.19064223
070fe229bea6d4f25ee3dc5c,2024-05-28 23:05:42.622000,COMPLETE,,5.1880391
382dee3a04e8ad1ea4fc0a9c,2024-05-29 07:07:33.660000,COMPLETE,,5.23509874
9abf4f84d09db2dd41ddc8c9,2024-05-30 02:33:59.815000,COMPLETE,,5.54779676
de8cea15388dc377f84f002a,2024-05-30 18:26:30.874000,COMPLETE,,1.64522997
b4c20e2963386eb91905a0e9,2024-05-30 19:13:52.965000,COMPLETE,,5.22676932
11ba719611afda80c305bc66,2024-05-30 22:26:09.454000,COMPLETE,,2.15992756
7b34cbdde4b8430e0f275ab5,2024-05-18 03:09:33.969000,COMPLETE,,5.6794734
dcd19219d07f103fc7727134,2024-05-18 15:54:24.826000,COMPLETE,,4.12321041
46ea11a175fb5d378228bc7b,2024-05-18 16:55:21.659000,COMPLETE,,2.49967047
32826dfcd9a7a6a173fdb03c,2024-05-18 17:24:53.326000,COMPLETE,,2.4997007
b79e30dbba2d2d2be5669fa5,2024-05-18 21:33:18.394000,COMPLETE,,4.4957455
698d1bdf2e2e59f16cc5be5a,2024-05-19 01:35:37.351000,COMPLETE,,2.5005537
50fff189dcc6e0f5d26049de,2024-05-19 10:17:22.828000,COMPLETE,,69.74655022
511acc3b7b359755b6bf99dd,2024-05-19 14:20:54.308000,COMPLETE,,11.49541498
6e4fb598cf9d0a42f57ed531,2024-05-19 17:14:59.467000,COMPLETE,,2.50530963
be44ef47ed2e87295e0679a4,2024-05-19 18:00:22.813000,COMPLETE,,5.61083938
76686f0aadf9ae481a2e7771,2024-05-20 07:09:13.676000,COMPLETE,,5.61468091
e878876788fbf7eb3b8c6a97,2024-05-20 09:38:50.649000,COMPLETE,,5.67154766
29f9fd42b3f17460adebfaa0,2024-05-21 02:36:21.369000,COMPLETE,,24.19990249
026f9bfb7973a77b775be156,2024-05-21 10:23:03.824000,COMPLETE,,6.7342266
4685460e0d5a325be57f67fa,2024-05-21 21:13:15.247000,COMPLETE,,23.05206412
6feb7a987db05bf8fc8ae38f,2024-05-21 21:34:36.593000,COMPLETE,,2.49673708
fb8342e875aaacf0f83159c2,2024-05-22 04:24:14.026000,COMPLETE,,5.64451116
1c2c927a42adc799e9be7cf2,2024-05-22 13:59:22.733000,COMPLETE,,5.62688082
88af8c8ce916b51c586cd733,2024-05-22 18:39:08.865000,COMPLETE,,5.62338382
aa832dcf15ba29ef83445b71,2024-05-22 20:26:36.925000,COMPLETE,,2.49091575
0bd1792dbad50e40d77d12f8,2024-05-22 20:28:56.720000,COMPLETE,,9.90643345
b0fcfd65f7f475a40c612779,2024-05-23 02:45:24.080000,COMPLETE,,3.33786166
19bbcc1478d5200b7262d17a,2024-05-23 23:23:52.010000,COMPLETE,,13.84664214
028c0304a7b7ec1f2d6fee8e,2024-05-24 02:17:38.906000,COMPLETE,,13.75595371
54560bd88766b79d3b50cfcf,2024-05-24 17:00:13.158000,COMPLETE,,3.66958074
e58ce1fa783d111ed33d7c0e,2024-05-24 21:00:07.450000,COMPLETE,,30.27258108
0fe9fd000cf6e9873d293ca7,2024-05-25 15:10:28.417000,COMPLETE,,4.72578379
212eb9f362da9cd31b0a5112,2024-05-26 02:45:40.217000,COMPLETE,,1.63705985
630e2b4765b54c01dbdb0fc2,2024-05-26 15:37:48.364000,COMPLETE,,5.20658192
185ade34b296171b80d3d5ab,2024-05-26 16:10:05.954000,COMPLETE,,13.72733357
9c5bcc5d4e782918609f3b7b,2024-05-26 19:57:25.785000,COMPLETE,,5.64413551
a38c800c380c432052557378,2024-05-27 00:07:10.523000,COMPLETE,,5.21073692
4cd16fa08725295ea8d2198e,2024-05-27 06:32:20.660000,COMPLETE,,2.48261801
81a6331bf7022ab60f4295a9,2024-05-27 08:56:02.287000,COMPLETE,,2.48322105
dc4c4e2241c9013d7848c39f,2024-05-27 08:56:02.287000,COMPLETE,,5.21603537
3b891f9e4a6cb262d067225f,2024-05-28 11:26:58.671000,COMPLETE,,5.66519274
2e38fde1bba83b18257a24dc,2024-05-28 14:42:26.450000,COMPLETE,,9.25750114
13d5047dd3db84d5756a4bb0,2024-05-28 15:36:14.312000,COMPLETE,,9.23608449
ae48f1b2fd4f02f0411ea47e,2024-05-28 19:02:32.397000,COMPLETE,,5.64343128
b332c0410361235e284eb83e,2024-05-28 19:32:39.457000,COMPLETE,,6.74902937
7242e85b6fda0153560a27c6,2024-05-29 16:38:09.084000,COMPLETE,,5.22391249
c1a042bf2af185482165bec8,2024-05-29 20:10:49.436000,COMPLETE,,14.29133345
15cde50ee5890638e2f85b35,2024-05-29 21:39:49.767000,COMPLETE,,30.26879476
d7a21f774893e38464c5fd3f,2024-05-29 23:13:26.176000,COMPLETE,,5.17661376
6448b9d40ca3badf47fc39d3,2024-05-30 01:58:43.470000,COMPLETE,,2.26241155
477834ca11e630741b38675a,2024-05-30 10:09:01.142000,COMPLETE,,5.58174327
d4c95d4556f27bf10f907011,2024-05-30 15:57:25.919000,COMPLETE,,5.46443957
50a30bfc2237afb0852c0806,2024-05-30 19:33:35.618000,COMPLETE,,4.24925268
094caa63bc6d508f263dba7e,2024-05-31 06:19:41.248000,COMPLETE,,17.22795411
42317859393dcafc69783665,2024-05-18 11:26:02.278000,COMPLETE,,14.40637502
222aa97a97c796a0a5d66205,2024-05-18 21:28:06.877000,COMPLETE,,5.00876862
c7a729516d6a3ddb5a4efc0e,2024-05-19 13:11:59.726000,COMPLETE,,5.2754692
ef193b71ad3d04fdabcd0493,2024-05-19 23:50:13.348000,COMPLETE,,3.305507
f5b81c78769d28d62a90f267,2024-05-20 06:13:44.253000,COMPLETE,,5.61533872
1fc2ccf715fa76b676e33054,2024-05-20 07:17:09.293000,COMPLETE,,5.19550223
6a89a5d09f84c4dc9b417e5b,2024-05-20 13:23:55.521000,COMPLETE,,24.33043647
0ee32ca21089abc838e5068b,2024-05-21 20:55:34.840000,COMPLETE,,5.64228908
07453a361429c103f3c9ab0c,2024-05-22 01:11:10.731000,COMPLETE,,2.4982293
7c3df0f65aeef23785be535b,2024-05-23 13:44:42.109000,COMPLETE,,23.38387313
5c0c3d4a8ebf0fd3a2b9d927,2024-05-23 20:56:36.451000,COMPLETE,,14.62596265
86786bc06a79425ee1b424bf,2024-05-24 15:18:37.865000,COMPLETE,,5.42745657
3fb1b8b0bbfe018a8f2d3444,2024-05-24 17:55:04.573000,COMPLETE,,3.71984766
d87b130210c15ae41d55b0ac,2024-05-24 18:01:42.524000,COMPLETE,,3.71984766
a0663fcab9a583b43ebd8788,2024-05-18 23:12:08.693000,COMPLETE,,2.79610891
b84c5320f80852f6dd0d2ee1,2024-05-19 01:33:10.225000,COMPLETE,,5.42117648
d8e3661b33b2918e861cfe97,2024-05-19 14:34:58.944000,COMPLETE,,5.32280924
2059aabc21c954e574fb4c6e,2024-05-19 14:34:58.944000,COMPLETE,,7.74942722
ed00771d4ad13efe3674e207,2024-05-19 14:46:10.364000,COMPLETE,,2.50559829
5b0f0e1a697813f320f091ac,2024-05-19 16:15:43.135000,COMPLETE,,1.70959105
6b3ab108a21eff65f47da528,2024-05-19 18:49:22.069000,COMPLETE,,5.55876202
df3a578fc7d672f19026a6d7,2024-05-20 01:19:16.691000,COMPLETE,,5.27299953
4e5ef2e5cd98f46247fc931c,2024-05-20 10:20:26.713000,COMPLETE,,5.61915106
78a0048854f49feeea21c1e8,2024-05-20 18:34:20.489000,COMPLETE,,5.59155348
b8f97374350e266811541846,2024-05-21 10:55:46.718000,COMPLETE,,2.49785306
6b06e191d005b6e741b15748,2024-05-21 11:29:05.332000,COMPLETE,,2.49779555
6013b18a2faf17d58bb64399,2024-05-21 20:09:17.117000,COMPLETE,,5.38821454
0aebd3a2956cb66afff2771f,2024-05-23 10:59:15.587000,COMPLETE,,2.4881349
d536de5e196a5c1f65b3dd14,2024-05-23 17:43:35.209000,COMPLETE,,16.44999453
b3c9ca2b3c9e180adf4f9a6c,2024-05-23 22:53:44.985000,COMPLETE,,13.33114583
16fab6fe54ea377be276eafc,2024-05-24 02:33:47.722000,COMPLETE,,5.34153305
7730edd0c507bd1dc49b60ee,2024-05-24 18:31:51.331000,COMPLETE,,5.69860046
206bc52263675d111ae3e493,2024-05-25 00:57:17.486000,COMPLETE,,29.04404972
a38b296349dca4965f98b546,2024-05-25 10:26:22.634000,COMPLETE,,68.96214405
4d25a6669bd9cc72b5e69854,2024-05-26 03:31:14.020000,COMPLETE,,24.18104154
9c9334d6e3ed1d0413cfc74c,2024-05-26 06:19:29.112000,COMPLETE,,2.46664751
8e883857417b879af5d44338,2024-05-26 19:16:40.796000,COMPLETE,,2.48322361
d74c69df5948cd9a71ea642b,2024-05-27 02:29:06.705000,COMPLETE,,5.21895287
e233f41d30f21d94cefd9e88,2024-05-27 03:50:09.336000,COMPLETE,,5.21986901
20ef2bcdca39359905064627,2024-05-27 08:38:48.328000,COMPLETE,,5.21563189
903176f0faae9d24cb11e3b7,2024-05-27 12:15:34.529000,COMPLETE,,14.27521196
9174420ba3a54e8e7e9e66d1,2024-05-28 05:17:37.625000,COMPLETE,,5.2134979
ff95fe872f98580fc7611048,2024-05-28 13:31:54.215000,COMPLETE,,5.21270436
653b20d4e7e752d44818d2fc,2024-05-29 09:35:15.551000,COMPLETE,,5.47606208
e9fa995353841a80f1342092,2024-05-29 16:06:30.076000,COMPLETE,,5.45359482
3528245aebbf1858f00c8fc8,2024-05-30 07:09:14.200000,COMPLETE,,5.22537578
30991b82931cf8f9c2c3dd41,2024-05-16 00:14:22.364000,COMPLETE,,10.99787088
ffb1f0581990d81a93458a40,2024-05-17 07:37:01.028000,COMPLETE,,11.51142331
b64c4f299cac2f444f319c42,2024-05-18 07:31:54.122000,COMPLETE,,6.0242512
d6b77698c7895223b37a613a,2024-05-18 19:33:58.115000,COMPLETE,,6.84159937
72f029811eee410ae960507d,2024-05-19 19:33:33.524000,COMPLETE,,24.28402488
dbc8442337785352373117d4,2024-05-19 20:48:33.182000,COMPLETE,,2.50623158
ea50a92e1f90084596da6f66,2024-05-19 22:18:30.057000,COMPLETE,,24.31289587
3e5366ffe000a52bb65b5a7d,2024-05-20 00:38:08.611000,COMPLETE,,5.61211976
0833ce3af38567834c376dd0,2024-05-20 04:57:12.612000,COMPLETE,,5.27172691
0fc965cf35fe76b6da6234ca,2024-05-20 20:06:08.916000,COMPLETE,,5.26034726
461b47ada4f5f64d59378804,2024-05-21 11:33:40.811000,COMPLETE,,5.63914423
73094a51449ae533a9bebe21,2024-05-21 17:10:12.942000,COMPLETE,,5.65566827
de94b8eddf34159dd4c826b9,2024-05-21 19:15:46.558000,COMPLETE,,5.63747027
6a4057ab1903a5fcc3a81fe5,2024-05-21 20:03:26.649000,COMPLETE,,5.64501939
cc8565fa183fbf1dacd5c823,2024-05-21 20:55:24.679000,COMPLETE,,23.05205592
48edabdf6e46706a444e71b3,2024-05-21 21:45:41.673000,COMPLETE,,23.06207728
ab7c4ee56830e3c6325fd5a4,2024-05-22 01:34:39.334000,COMPLETE,,22.7113467
bae6a34a8e93c87edd9e5f69,2024-05-22 07:19:40.714000,COMPLETE,,5.64842725
3c0654bd022c47ef47852269,2024-05-22 14:28:51.526000,COMPLETE,,22.28963904
aa512778de1781bb3d169271,2024-05-23 05:18:03.782000,COMPLETE,,5.54610443
0ef9168019c5ce9c38b9c7a7,2024-05-26 03:28:16.665000,COMPLETE,,13.77459739
e242ff2dfcb02f5857e8d32a,2024-05-27 17:10:02.787000,COMPLETE,,2.48534984
f2bb7d1a5f6a6e2d568ac80c,2024-05-27 17:45:15.125000,COMPLETE,,4.88655346
0c30df8112ce7725a19189c2,2024-05-28 05:43:14.658000,COMPLETE,,5.62174679
31454fa3e68765975e0befca,2024-05-28 07:55:25.172000,COMPLETE,,2.48596398
ed03c2a2631182482b2c400a,2024-05-28 11:33:49.270000,COMPLETE,,5.5735119
5ac8b54464deac3180214861,2024-05-28 18:26:18.050000,COMPLETE,,14.35209932
7d342eb5f2007fd7b7cd6654,2024-05-28 21:02:01.031000,COMPLETE,,9.14759476
6ef633489e97cc60b55f278f,2024-05-28 21:10:19.695000,COMPLETE,,13.64782681
060701a01c0b1a40d7268ff6,2024-05-29 06:34:24.706000,COMPLETE,,5.18893682
1072b2ab5b56bbba7ce11de1,2024-05-29 11:28:53.729000,COMPLETE,,3.70420438
1ce999f86a8a950d7947e77c,2024-05-29 13:04:47.080000,COMPLETE,,3.70219904
50645c1f5653b3f37fc72602,2024-05-29 14:41:03.590000,COMPLETE,,5.12280598
b0557e25b5ea0f5c1599563f,2024-05-29 17:56:51.646000,COMPLETE,,5.11966759
43ed16b1d60962723375110a,2024-05-29 18:05:12.131000,COMPLETE,,5.11694183
a22cfe9285fa60a5c50bdea7,2024-05-29 18:50:21.868000,COMPLETE,,5.17368807
2d809f7b27c7a1d1fce9672b,2024-05-29 19:11:09.339000,COMPLETE,,5.12386811
0476b7c4a248252c2626114e,2024-05-29 23:31:16.315000,COMPLETE,,6.89341097
1542667b26a5d51a52c0ca70,2024-05-30 18:00:36.124000,COMPLETE,,5.52991413
59f2f7c183a4d7e184c93070,2024-05-17 14:13:26.551000,COMPLETE,,10.82150886
8b207597412fe6e99a1953a7,2024-05-18 16:05:27.099000,COMPLETE,,23.03148078
ecafdd92a80fd15ed419d3ee,2024-05-18 17:44:03.673000,COMPLETE,,11.57705699
72209786c3fe417e5a286dac,2024-05-18 19:16:54.441000,COMPLETE,,23.50526909
ab93fa9122514af81ab8ad0e,2024-05-19 03:33:58.778000,COMPLETE,,5.57883264
1c8f48e1c5fe897e36f8db47,2024-05-19 09:54:14.939000,COMPLETE,,2.5040818
c70659ec10a677b2a5b35a27,2024-05-19 18:12:21.619000,COMPLETE,,41.83097456
8326fae08e91498202354e0c,2024-05-19 22:08:35.862000,COMPLETE,,41.71745344
c57edd6e5ce9efd562c23eb9,2024-05-20 12:51:24.761000,COMPLETE,,34.54289361
07079c94b04a1b07ff22a0d9,2024-05-20 18:06:30.945000,COMPLETE,,5.5915207
9e305f40e811cccb5d94c35e,2024-05-23 22:21:29.015000,COMPLETE,,13.95652971
b0c7281cc890a53b7cae7a73,2024-05-23 23:35:39.791000,COMPLETE,,23.05278152
5d6a75df2016dee922af038e,2024-05-24 07:38:50.697000,COMPLETE,,2.48096707
fe3dbd031f883d240d7790cd,2024-05-24 12:09:39.324000,COMPLETE,,5.67823142
54460dc334f037ac6440e0d1,2024-05-24 17:53:04.587000,COMPLETE,,3.71984766
ee7e2a8affd52ba3356dc24f,2024-05-24 18:34:10.525000,COMPLETE,,3.66958074
a237de0adc4a4d1e87626cf5,2024-05-24 19:18:35.041000,COMPLETE,,22.98615063
2056e33ac7a47045cc1d1767,2024-05-25 16:31:27.083000,COMPLETE,,28.51232699
493480586cb92fc6a5534ef0,2024-05-26 02:12:36.660000,COMPLETE,,59.63792631
4038fca0b72332358c71a307,2024-05-26 12:05:54.296000,COMPLETE,,67.70918771
bc936789817e5e36a2c1dea7,2024-05-26 14:26:12.374000,COMPLETE,,24.19938344
a33dcdc5b095a8eecfa3cdaf,2024-05-26 20:30:36.026000,COMPLETE,,5.64413359
6887c134676eaf17cc5cba4f,2024-05-26 22:23:56.070000,COMPLETE,,5.64002089
dde6dc2eca1f645ff46ed31f,2024-05-27 01:04:33.611000,COMPLETE,,2.48454906
686ba80e11e60d95dfd04da1,2024-05-27 05:11:19.562000,COMPLETE,,9.75622424
68e4bb1b474466a52cfe5636,2024-05-27 13:56:51.728000,COMPLETE,,5.02856093
6c61f4cc88e5231580bc9143,2024-05-28 00:15:38.791000,COMPLETE,,5.63698617
cbcd110c66fc5e30a330b2a0,2024-05-28 14:30:45.176000,COMPLETE,,9.25750114
2fa46abca15db4440426982e,2024-05-29 13:19:11.720000,COMPLETE,,3.70223627
5a5087a2ca2b300cc30b5499,2024-05-29 16:23:38.727000,COMPLETE,,5.21685255
b6e4dedc1e65153dc282ad4f,2024-05-29 16:38:09.084000,COMPLETE,,2.48695329
c0a354b9aefcc429c4348ee7,2024-05-29 19:43:40.275000,COMPLETE,,5.12386811
b5364fe47bd0c0c0676e1a09,2024-05-29 22:59:18.128000,COMPLETE,,5.52138565
97ed5a8cdf0de85a4787f6da,2024-05-30 02:16:28.738000,COMPLETE,,5.22558007
08c71cffe7d1e81dc7f29381,2024-05-30 06:10:05.974000,COMPLETE,,13.7636558
d1d276599a2d48788642b3bc,2024-05-30 09:05:41.956000,COMPLETE,,5.17661884
137fa53eebc1735ed1f83ea2,2024-05-30 09:11:16.379000,COMPLETE,,2.4871439
522dad35e11efcff8161eb25,2024-05-30 14:36:24.734000,COMPLETE,,6.440254
a495ecf3e863e16182629f2c,2024-05-30 15:05:44.876000,COMPLETE,,5.20475845
9dd748a688e6fb168cafa19a,2024-05-30 18:23:10.448000,COMPLETE,,2.48780849
c537fcf5b15e812917b4ffa6,2024-05-30 18:23:10.448000,COMPLETE,,5.2257599
1c28c916f72ea0a54fddf67f,2024-05-18 03:43:25.768000,COMPLETE,,30.66902537
4a756b07c84e4a4d5bd65e66,2024-05-18 13:06:05.425000,COMPLETE,,5.62338641
46abb285f18fb15b320cc6e3,2024-05-18 14:08:48.607000,COMPLETE,,23.02947558
e35ca8cb705fb2daf81b4dd4,2024-05-18 17:46:02.918000,COMPLETE,,14.29421089
6ce4580e5f14b64c8b46a488,2024-05-19 10:14:47.242000,COMPLETE,,21.88762595
8fe4ae791d0f77d4e9808487,2024-05-19 13:21:10.912000,COMPLETE,,4.38281568
4ef259900e1710af598eadec,2024-05-19 22:22:39.809000,COMPLETE,,2.50823664
eba587ab1a280fa99f29ca4a,2024-05-20 15:59:41.562000,COMPLETE,,5.26306788
125aaeb89f0a6d3c434c296a,2024-05-21 00:24:34.831000,COMPLETE,,6.92896719
97f77cb25eb7504b7b09a234,2024-05-21 07:17:05.201000,COMPLETE,,5.64324828
bab108be4015bf033f297e3e,2024-05-21 09:50:24.351000,COMPLETE,,5.64190315
469edf2dd875c070a72f8ab5,2024-05-24 18:53:59.972000,COMPLETE,,3.71984766
143de71874a05aaa6c69fe06,2024-05-24 22:56:53.764000,COMPLETE,,14.49234057
cd7f57cf4c22e68d46f3c5cd,2024-05-25 11:38:52.001000,COMPLETE,,2.5689057
a781de299b506c117eb72892,2024-05-26 22:26:06.318000,COMPLETE,,5.56414414
aa620e67590787401cb06595,2024-05-26 22:30:18.203000,COMPLETE,,5.21093035
25d7cc170849d8ef5b73b7ce,2024-05-27 14:19:52.283000,COMPLETE,,5.20088975
99818db779bd471b10d5afa3,2024-05-28 09:15:44.424000,COMPLETE,,5.66217751
2763ed032f7ca6d8aac9ada8,2024-05-28 10:54:56.100000,COMPLETE,,5.66260291
ded527ba8b61177927a59a43,2024-05-28 21:34:24.752000,COMPLETE,,6.83440431
8b8c902599b9348c7814c03e,2024-05-29 01:35:48.339000,COMPLETE,,13.75475735
af052b92ec0d3c60475f1a02,2024-05-29 06:43:19.135000,COMPLETE,,9.1762101
66d232a65f266b74708f9412,2024-05-30 01:39:49.678000,COMPLETE,,13.72137306
c990cbfae50cb8f9d27d809d,2024-05-30 05:18:32.163000,COMPLETE,,5.22185014
ac1e97ac495ad4e8b767db91,2024-05-30 13:28:54.048000,COMPLETE,,2.48782139
929002de527196ecf4a519f8,2024-05-30 14:32:20.416000,COMPLETE,,5.59172441
304ca7a314477a40708a4a00,2024-05-13 17:33:57.264000,COMPLETE,,32.45199031
835063791585147885a24bbf,2024-05-18 10:06:13.507000,COMPLETE,,23.06205583
d109ad79cdcb67f13ebc9054,2024-05-19 04:42:57.623000,COMPLETE,,5.88520004
ef28c8f1c54116c341fa44b8,2024-05-19 07:22:07.346000,COMPLETE,,6.9580562
652bae4c67cd2fe2246daa1a,2024-05-20 03:49:33.804000,COMPLETE,,7.17327572
bb6c51a837594014c20ef08f,2024-05-20 04:31:29.197000,COMPLETE,,5.12638306
9070790818d85c5d07c9929a,2024-05-20 04:54:27.823000,COMPLETE,,5.07523736
8e3d239ed3262ddc3ec835e4,2024-05-20 08:47:59.496000,COMPLETE,,6.03801159
f3463b67b54bf135bd13ab1a,2024-05-20 11:34:48.769000,COMPLETE,,5.61856441
997d58eafc5ce8cae8705564,2024-05-20 13:13:10.402000,COMPLETE,,5.11753708
904a5418a5bbae2c24c6c5dd,2024-05-20 17:37:45.888000,COMPLETE,,22.12575709
e269362406882ab1e2c959ea,2024-05-20 22:15:58.140000,COMPLETE,,29.36027159
b00e98420a72941eacacb5f8,2024-05-21 00:50:00.645000,COMPLETE,,23.03113954
580b652afaa314ca25b594a1,2024-05-21 05:31:38.492000,COMPLETE,,13.84267237
173dfb662a22c3f1147e6a0f,2024-05-21 17:25:50.519000,COMPLETE,,6.71695357
2c8fc35e49cce7157961f39d,2024-05-21 18:13:17.770000,COMPLETE,,5.55589209
e2ae7bd122fcdff309d0b1c0,2024-05-21 23:48:00.003000,COMPLETE,,5.6419251
1e7f4039c81aa82c71c2bd22,2024-05-22 00:10:30.458000,COMPLETE,,5.24991032
2e0d78c1729afe7582bf5c15,2024-05-22 01:08:22.691000,COMPLETE,,41.70709083
792c72781cdac53cffc46c28,2024-05-22 02:59:20.575000,COMPLETE,,5.64528041
d38f0c880ef090fa759cb262,2024-05-22 13:17:04.535000,COMPLETE,,5.67051214
d9ad2f8af34ffcb6d00aa0e2,2024-05-22 13:24:46.926000,COMPLETE,,5.64897126
c06e74983cc0064af924c4c8,2024-05-22 20:13:00.425000,COMPLETE,,5.61050879
80ac27d8f1b4cb61f44a4f67,2024-05-22 22:14:27.836000,COMPLETE,,22.05556578
6743136fe8c96026b9cc566b,2024-05-23 11:41:02.517000,COMPLETE,,2.48115346
6b79bcf3fde2de6e02684f48,2024-05-23 18:11:12.765000,COMPLETE,,5.61067052
42787bede274ce8ffacb49bf,2024-05-23 20:46:19.830000,COMPLETE,,32.90743935
35d1d36b9db0f5b3e348293d,2024-05-23 21:03:10.650000,COMPLETE,,8.49920263
2a5a570f2d2289dbbf6b9d31,2024-05-23 21:21:48.088000,COMPLETE,,13.7345727
dafe893956855a66377ba508,2024-05-24 01:11:07.210000,COMPLETE,,5.61577785
d713f673f87fb97ea8361e16,2024-05-24 03:15:53.443000,COMPLETE,,5.61129837
6f3c545882bcd9dfc571debc,2024-05-24 09:58:06.939000,COMPLETE,,5.08788731
ca4d56aa294e9228550aed48,2024-05-24 15:41:39.055000,COMPLETE,,22.98615063
1fc174f5634123d030466892,2024-05-24 18:26:54.070000,COMPLETE,,3.71984766
d4e994a542e355a8c52eee37,2024-05-25 20:48:36.289000,COMPLETE,,12.94163882
46b036dd7e8f29d12cc28262,2024-05-26 01:31:19.536000,COMPLETE,,5.08183516
